title,description,link,date_published
ANC del Ministerio Público inició proceso disciplinario a fiscal Pérez Gómez por su labor en el caso ‘Cócteles’,Desde la Autoridad Nacional de Control del Ministerio Público señalan al fiscal Pérez Gómez por presuntos errores en la acusación por el caso ‘Cócteles’ que tiene como involucrada a Keiko Fujimori.,https://rpp.pe/politica/judiciales/anc-del-ministerio-publico-inicio-proceso-disciplinario-a-fiscal-perez-gomez-por-su-labor-en-el-caso-cocteles-noticia-1660607,2025-10-23T13:47:12
Liga 1: Se enfrentan Juan Pablo II y Comerciantes Unidos por la fecha 16,"En la previa de Juan Pablo II vs Comerciantes Unidos, todo lo que tienes que saber de la cita que está prevista para mañana desde las 15:00 horas en el estadio Complejo Deportivo Juan Pablo II. El árbitro designado será Daniel Ureta Pereda.",https://rpp.pe/futbol/descentralizado/liga-1-se-enfrentan-juan-pablo-ii-y-comerciantes-unidos-por-la-fecha-16-noticia-1660625,2025-10-23T15:09:39
"De Julio Iglesias a Mario Vargas Llosa, las 10 frases de Isabel Preysler sobre sus exparejas","A lo largo de más de 334 páginas de sus memorias, Isabel Preysler desgrana los acontecimientos íntimos de su vida.",https://rpp.pe/famosos/celebridades/isabel-preysler-las-10-frases-que-revela-en-sus-memorias-sobre-julio-iglesias-y-mario-vargas-llosa-noticia-1660613,2025-10-23T15:03:53
Rafael Vela: Proceso disciplinario contra José Domingo Pérez es una represalia por su labor en 'caso Cócteles',"El coordinador del Equipo Especial Lava Jato aseguró que el inicio del proceso disciplinario contra el fiscal Pérez ""se condice"" con supuestas ""acciones de represalia"" anunciadas por Fuerza Popular tras conocerse la sentencia del TC.",https://rpp.pe/politica/judiciales/rafael-vela-proceso-disciplinario-contra-jose-domingo-perez-es-una-represalia-por-su-labor-en-caso-cocteles-noticia-1660598,2025-10-23T15:00:15
¿Multa para Rosalía? Cantante provocó caos en Madrid con la presentación no autorizada de su nuevo álbum,"La cantante española proyectó la portada de Lux sin permiso previo, y el Ayuntamiento evalúa posibles sanciones.",https://rpp.pe/famosos/celebridades/multa-para-rosalia-cantante-provoco-caos-en-madrid-con-la-presentacion-no-autorizada-de-su-nuevo-album-noticia-1660612,2025-10-23T15:03:03
"Congreso otorga confianza al gabinete de Ernesto Álvarez: Acordamos ""darle tiempo para que cumpla con los compromisos asumidos""",Los parlamentarios Guido Bellido y Carlos Alva señalaron que su respaldo al gabinete busca dar estabilidad al Ejecutivo en medio de la crisis de inseguridad y la transición política.,https://rpp.pe/politica/congreso/congreso-otorga-confianza-al-gabinete-de-ernesto-alvarez-acordamos-darle-tiempo-para-que-cumpla-con-los-compromisos-asumidos-noticia-1660609,2025-10-23T14:59:50
León XIV y Carlos III protagonizan en el Vaticano un rezo histórico por la unidad cristiana,"La palabra clave de esta visita oficial de los soberanos a la Santa Sede fue 'ecumenismo': el movimiento que busca restaurar la unidad entre todas las iglesias cristianas, divididas por numerosos cismas y desencuentros a lo largo de sus dos milenios de historia.",https://rpp.pe/mundo/actualidad/leon-xiv-y-carlos-iii-protagonizan-en-el-vaticano-un-rezo-historico-por-la-unidad-cristiana-noticia-1660618,2025-10-23T15:01:56
Myriam Hernández trajo la magia y el romance a Lima en un primer show inolvidable [CRÓNICA],"Con un lleno total y un escenario colorido, el Anfiteatro del Parque de la Exposición se llenó de emoción con las canciones de Myriam Hernández, quien continúa más vigente que nunca.",https://rpp.pe/musica/conciertos/myriam-hernandez-trajo-la-magia-y-el-romance-a-lima-en-un-primer-show-inolvidable-lita-pezo-noticia-1660615,2025-10-23T14:57:13
Soda Stereo en Lima: precios de entradas y cómo comprar en la preventa para su concierto en Arena 1,"El trío argentino regresa en 2026, seis años después de su última visita al país. Conoce todos los detalles: precios, zonas y cómo adquirir tus entradas en Joinnus.",https://rpp.pe/musica/conciertos/soda-stereo-en-lima-2026-precios-y-como-comprar-entradas-en-joinnus-para-concierto-con-gustavo-cerati-virtual-en-arena-1-noticia-1660451,2025-10-23T14:45:37
"Con apoyo de drones y cámaras térmicas, capturan a presuntos miembros de ‘Los Forajidos de San Juan’ [VIDEO]","En su poder, los sospechosos tenían una pistola, droga y celulares reportados como robados, según la PNP.",https://rpp.pe/lima/policiales/sjm-con-apoyo-de-drones-y-camaras-termicas-capturan-a-presuntos-miembros-de-los-forajidos-de-san-juan-video-noticia-1660619,2025-10-23T14:46:11
Cúal fue el último temblor en México hoy 23 de octubre según SSN,Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 23 de octubre del 2025. Consulta los últimos sismos EN VIVO para México aquí.,https://rpp.pe/mundo/mexico/cual-fue-el-ultimo-temblor-en-mexico-hoy-22-de-octubre-segun-ssn-live-3013,2025-10-22T11:42:35
"Emilio Estefan recibe el premio de ""productor del siglo"" de los Latin Billboard 2025","El productor expresó que lo ""más importante"" para él es ""que vean el valor de los latinos que han venido a contribuir y a trabajar"".",https://rpp.pe/famosos/celebridades/latin-billboard-2025-emilio-estefan-recibe-el-premio-de-productor-del-siglo-noticia-1660616,2025-10-23T14:43:25
Baja en Barcelona: Hansi Flick no dirigirá en el Clásico ante Real Madrid por suspensión,"Se ratificó la expulsión al DT del Barcelona frente al Girona, por lo que será baja contra Real Madrid en el Santiago Bernabéu.",https://rpp.pe/futbol/futbol-mundial/real-madrid-vs-barcelona-hansi-flick-se-pierde-el-clasico-2025-en-el-bernabeu-por-suspension-laliga-noticia-1660608,2025-10-23T14:41:19
"Donald Trump dice que Israel perderá su apoyo si se anexiona Cisjordania: ""Esto no pasará""","Después del apoyo masivo a su plan en la Franja, Trump espera lograr para fines de este año su objetivo de ampliar los Acuerdos de Abraham, dirigidos a normalizar las relaciones entre Israel y sus vecinos árabes y, sobre todo, a lograr la adhesión de Arabia Saudita, actor principal en la región.",https://rpp.pe/mundo/medio-oriente/donald-trump-dice-que-israel-perdera-su-apoyo-si-se-anexiona-cisjordania-esto-no-pasara-noticia-1660614,2025-10-23T14:39:27
"Latin Billboard 2025 hoy: horario, nominados y dónde ver los Premios Billboard de la Música Latina en vivo","Bad Bunny lidera las nominaciones en 27 categorías, seguido por Fuerza Regida y Rauw Alejandro. Te contamos cuándo, dónde y cómo ver la premiación más esperada de la música latina.",https://rpp.pe/musica/internacional/latin-billboard-2025-en-vivo-a-que-hora-inicia-lista-de-nominados-y-donde-ver-premios-billboard-de-la-musica-latina-via-telemundo-bad-bunny-noticia-1660507,2025-10-23T14:30:44
Daddy Yankee rompe su silencio musical y cantará en los Premios Billboard de la Música Latina 2025,"El artista, ahora conocido como DY, se presentará en Miami tras anunciar su retiro en 2023 con la gira La Última Vuelta.",https://rpp.pe/famosos/celebridades/daddy-yankee-rompe-su-silencio-musical-y-cantara-en-los-premios-billboard-de-la-musica-latina-2025-noticia-1657826,2025-10-02T18:53:57
Esposo de Suzanne Somers anunció la creación de un clon de la fallecida actriz con inteligencia artificial,"El proyecto, llamado 'Suzanne AI Twin', busca recrear la voz y personalidad de la recordada estrella de Paso a paso para interactuar con sus fanáticos en línea.",https://rpp.pe/famosos/celebridades/esposo-de-suzanne-somers-recrea-a-la-fallecida-actriz-con-inteligencia-artificial-noticia-1660601,2025-10-23T14:12:46
LaLiga EA Sports: Sevilla visita a Real Sociedad por la fecha 10,"La previa del choque de Real Sociedad ante Sevilla, a disputarse  en el estadio Anoeta mañana desde las 14:00 horas.",https://rpp.pe/futbol/ligas-internacionales/laliga-ea-sports-sevilla-visita-a-real-sociedad-por-la-fecha-10-noticia-1660611,2025-10-23T14:09:40
Premier League: Leeds United y West Ham United se miden por la fecha 9,"Palpitamos la previa del choque entre Leeds United y West Ham United. Cuándo, dónde y a qué hora juegan, con el arbitraje de Stuart Attwell.",https://rpp.pe/futbol/ligas-internacionales/premier-league-leeds-united-y-west-ham-united-se-miden-por-la-fecha-9-noticia-1660610,2025-10-23T14:09:39
"Alejandro Aramburú se confiesa tras debutar oficialmente con Santos Bravos, la nueva boyband de HYBE","El cantante peruano logró asegurar un lugar en Santos Bravos, la primera boyband latina de HYBE, compañía detrás del fenómeno global BTS. El joven artista habló sobre sus emociones y el inicio de esta nueva etapa.",https://rpp.pe/famosos/farandula/alejandro-aramburu-se-confiesa-tras-debutar-oficialmente-con-santos-bravos-la-nueva-boyband-de-hybe-noticia-1660602,2025-10-23T14:01:44
Se dijeron de todo: Christian Cueva y un intenso cruce con el árbitro en partido de Emelec [VIDEO],Christian Cueva fue protagonista en el partido de Emelec contra Guayaquil City por la Copa de Ecuador.,https://rpp.pe/futbol/peruanos-en-el-mundo/christian-cueva-tuvo-picante-careo-con-arbitro-en-partido-de-emelec-ante-guayaquil-city-por-copa-de-ecuador-2025-video-noticia-1660600,2025-10-23T13:59:24
Capturan a presuntos autores de ataque armado contra bus de la empresa Translicsa,"Los sospechosos fueron intervenidos en inmediaciones del paradero inicial de la empresa de transportes, en SMP. Los sujetos tenían en su poder una pistola con serie erradicada.",https://rpp.pe/lima/policiales/translicsa-capturan-a-presuntos-autores-de-ataque-armado-contra-bus-noticia-1660604,2025-10-23T14:00:58
Corte de agua en Lima hoy 23 de octubre: Distritos y horarios afectados,EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.,https://rpp.pe/lima/obras/corte-de-agua-en-lima-hoy-23-de-octubre-distritos-y-horarios-afectados-noticia-1660576,2025-10-23T10:00:38
"Temblor en Perú, hoy 23 de octubre: magnitud y epicentro del sismo según IGP","Actualización EN VIVO del último sismo en Perú hoy, jueves 23 de octubre según las últimas actualizaciones del Instituto Geofísico del Perú IGP",https://rpp.pe/lima/desastres-naturales/temblor-en-peru-hoy-22-de-octubre-magnitud-y-epicentro-del-sismo-segun-igp-live-3012,2025-10-22T07:18:58
Argentina: dólar blue hoy a cuánto cotiza este jueves 23 de octubre,"La cotización del dólar blue, hoy jueves 23 de octubre en el país de Argentina es de $1530 compra y $1550 la venta.",https://rpp.pe/mundo/argentina/argentina-dolar-blue-hoy-a-cuanto-cotiza-este-jueves-23-de-octubre-noticia-1660581,2025-10-23T10:59:39
"North West, hija de 12 años de Kim Kardashian, recibe críticas por lucir tatuajes y piercings temporales",La primogénita de Kim Kardashian y Kanye West está en el ojo de la tormenta por su nuevo look generando opiniones divididas.,https://rpp.pe/famosos/celebridades/kim-kardashian-north-west-su-hija-de-12-anos-luce-tatuajes-y-piercings-temporales-noticia-1660596,2025-10-23T13:57:28
Continúa la tensión entre Colombia y EE.UU.: Petro acusa a Trump de querer influir en las elecciones colombianas de 2026,El mandatario colombiano aseveró que se busca el “triunfo de la extrema derecha” en las próximas elecciones.,https://rpp.pe/mundo/actualidad/gustavo-petro-acusa-a-donald-trump-de-querer-influir-en-las-elecciones-colombianas-de-2026-noticia-1660599,2025-10-23T13:56:04
"""Todos juntos"": hinchas de Sporting Cristal realizaron caluroso banderazo previo a partido ante Universitario",Sporting Cristal recibió el apoyo de sus hinchas a solo horas del cotejo en el Nacional contra Universitario.,https://rpp.pe/futbol/descentralizado/sporting-cristal-vs-universitario-hinchas-celestes-realizaron-caluroso-banderazo-previo-a-partidazo-en-nacional-por-clausura-2025-liga-1-video-noticia-1660594,2025-10-23T13:54:35
"Taylor Swift donó 100 mil dólares a una niña con cáncer, pero su familia pensó que se trataba de una broma","La cantante contribuyó con la mayor donación en una campaña de GoFundMe creada para apoyar a Lilah, una niña de dos años diagnosticada con un agresivo cáncer cerebral.",https://rpp.pe/famosos/celebridades/taylor-swift-dona-100-mil-dolares-a-nina-con-cancer-cerebral-y-su-familia-penso-que-fue-una-broma-noticia-1660597,2025-10-23T13:53:05
Liga de Francia: Paris FC se enfrenta ante la visita Nantes por la fecha 9,"Paris FC y Nantes se enfrentan en el estadio Jean Bouin, con el arbitraje de Ruddy Buquet. El duelo se jugará el viernes 24 de octubre desde las 13:45 horas.",https://rpp.pe/futbol/ligas-internacionales/liga-de-francia-paris-fc-se-enfrenta-ante-la-visita-nantes-por-la-fecha-9-noticia-1660606,2025-10-23T13:49:41
Serie A: Pisa saldrá a buscar los puntos ante Milan para salir del fondo de la tabla,Pisa se mide ante Milan en el estadio San Siro mañana a las 13:45 horas. El partido será supervisado por Luca Zufferli.,https://rpp.pe/futbol/ligas-internacionales/serie-a-pisa-saldra-a-buscar-los-puntos-ante-milan-para-salir-del-fondo-de-la-tabla-noticia-1660605,2025-10-23T13:49:39
Crimen en Carabayllo: asesinan a alférez de la Policía dentro de su vehículo cerca de la casa de su pareja,"Según información policial, Jordi Escobedo Mori, de 23 años, murió tras recibir impactos de bala en la cabeza y el cuello. La pareja de la víctima, quien se hallaba a su lado cuando ocurrió el crimen, relató a los policías que dos desconocidos llegaron caminando al lugar y le ordenaron que bajara del vehículo. Cuando corrió por ayuda escuchó los disparos.",https://rpp.pe/lima/policiales/crimen-a-carabayllo-asesinan-a-alferez-de-la-policia-dentro-de-su-vehiculo-cerca-de-la-casa-de-su-pareja-noticia-1660595,2025-10-23T12:55:09
"""No puedo negar la colaboración del Estado frente a tanto dolor"", dice alcalde de SJL sobre estado de emergencia","El alcalde de SJL, Jesús Maldonado, respaldó la medida del Gobierno y destacó los operativos policiales en zonas críticas de su distrito, donde el año pasado se registraron más de 80 muertes por sicariato.",https://rpp.pe/politica/estado/no-puedo-negar-la-colaboracion-del-estado-frente-a-tanto-dolor-dice-alcalde-de-sjl-sobre-estado-de-emergencia-noticia-1660593,2025-10-23T13:15:13
Capturan a dos presuntos integrantes de banda vinculada a amenazas contra la fiscal Margarita Haro,"Entre los detenidos, hay un adolescente de 17 años, informó el coronel PNP Marcial Flores, jefe de la División Policial Este 1.",https://rpp.pe/lima/policiales/sjl-capturan-a-dos-presuntos-integrantes-de-banda-vinculada-a-amenazas-contra-la-fiscal-margarita-haro-noticia-1660590,2025-10-23T13:10:08
Temblor en Chile hoy 23 de octubre: Epicentro del sismo según CSN,¿Cuál fue el último Temblor en Chile hoy 23 de octubre y registrado por el servicio Sismológico Nacional de Chile (CSN)? Consulta los últimos sismos: magnitud y epicentro del movimiento sísmico.,https://rpp.pe/mundo/chile/temblor-en-chile-hoy-22-de-octubre-epicentro-del-sismo-segun-csn-live-3011,2025-10-22T07:09:45
U. de Chile vs. Lanús: ¿a qué hora juegan y dónde ver la ida de semifinales de la Copa Sudamericana?,La Universidad de Chile sale con todo de local para obtener una ventaja sobre Lanús.,https://rpp.pe/futbol/copa-sudamericana/u-de-chile-vs-lanus-en-vivo-que-canal-transmite-semifinal-copa-sudamericana-2025-por-tv-ver-espn-partidos-de-hoy-noticia-1660487,2025-10-23T13:01:16
LDU Quito vs. Palmeiras: ¿a qué hora juegan y dónde ver el partido por ida semifinales de la Copa Libertadores?,Consulta todos los detalles de lo que será el duelo de LDU Quito ante Palmeiras en territorio ecuatoriano.,https://rpp.pe/futbol/copa-libertadores/ldu-quito-vs-palmeiras-en-vivo-a-que-hora-juegan-en-ecuador-y-donde-ver-semifinal-copa-libertadores-2025-via-espn-partidos-de-hoy-noticia-1660512,2025-10-23T13:00:45
Lula Da Silva confirma que se presentará para disputar un cuarto período presidencial en Brasil,"Durante una declaración a la prensa en el marco de su visita a Indonesia, el presidente de Brasil, próximo a cumplir 80 años, confirmó este jueves que se presentará en las elecciones de octubre de 2026.",https://rpp.pe/mundo/latinoamerica/lula-da-silva-confirma-que-se-presentara-para-disputar-un-cuarto-periodo-presidencial-en-brasil-noticia-1660591,2025-10-23T12:47:19
SMP: detienen a hombre que asaltó a pasajeros y amenazó con disparar a sereno para huir en patrullero municipal,"Personal de serenazgo detuvo a Israel Andrade, un ciudadano ecuatoriano de 32 años, que, según información municipal, robaba en el transporte público y al tratar de huir amenazó al copiloto del serenazgo para que se lo llevara. El sereno, pidió apoyo a sus compañeros y lograron su detención en el cruce de la avenida Tomás Valle y el jirón Las Flores.",https://rpp.pe/lima/actualidad/smp-detienen-a-hombre-que-asalto-a-pasajeros-y-amenazo-con-disparar-a-sereno-para-huir-en-patrullero-municipal-noticia-1660589,2025-10-23T12:43:41
"Soda Stereo regresa al Perú: gracias a la tecnología, Cerati, Zeta y Charly se reúnen en el escenario con su gira 'Ecos'",El trío argentino se presentará el 22 de mayo de 2026 en Arena 1 de la Costa Verde. Las entradas estarán disponibles desde el 23 de octubre a través de Joinnus. El concierto cuenta con el auspicio de Radio Oxígeno.,https://rpp.pe/musica/conciertos/soda-stereo-regresa-al-peru-2026-confirman-concierto-con-gustavo-cerati-en-costa-21-cuando-sera-noticia-1660247,2025-10-23T12:45:28
"""Seguimos persiguiendo sueños"": Grupo 5 brilla en los Billboard Latin Music Week en Miami","Por primera vez, la orquesta de Monsefú participó en el encuentro musical más importante de la industria latina en Miami, compartiendo escenario con Olga Tañón, Guaynaa y otros artistas.",https://rpp.pe/musica/nacional/grupo-5-brilla-en-los-billboard-latin-music-week-en-miami-seguimos-persiguiendo-suenos-noticia-1660482,2025-10-23T12:40:57
Universitario vs. Sporting Cristal hoy EN VIVO: partidazo en el Nacional por la fecha 14 del Torneo Clausura 2025,Sporting Cristal recibe a Universitario en un partido vital para ambos por una jornada pendiente de la Liga1 Te Apuesto.,https://rpp.pe/futbol/descentralizado/universitario-vs-sporting-cristal-ver-l1-max-transmision-gratis-desde-tu-celular-fecha-14-torneo-clausura-2025-link-stream-partidos-de-hoy-noticia-1660460,2025-10-23T12:36:08
"Hoy, Sporting Cristal vs Universitario: ¿a qué hora juegan en el Nacional y dónde ver en vivo el Torneo Clausura?","Cristal vs Universitario medirán fuerzas por la fecha 14 del Torneo Clausura, duelo que se jugará solo con hinchada local.",https://rpp.pe/futbol/descentralizado/universitario-vs-sporting-cristal-en-vivo-a-que-hora-juegan-en-el-estadio-nacional-y-donde-ver-por-el-torneo-clausura-2025-via-liga1-gratis-partidos-de-hoy-noticia-1660239,2025-10-23T12:35:04
Rusia dice que sanciones estadounidenses contra petroleras no serán un problema,"La portavoz de la diplomacia rusa, María Zakharova, indicó que Moscú considera que la decisión estadounidense de imponer sanciones a sus dos mayores petroleros es “totalmente contraproducente”.",https://rpp.pe/mundo/rusia/rusia-dice-que-sanciones-estadounidenses-contra-petroleras-no-seran-un-problema-noticia-1660592,2025-10-23T12:30:02
[GUÍA] Retiro de AFP 2025: estos son todos los pasos para registrar tu solicitud y acceder a tu fondo de pensiones,Ya se encuentra activo el registro del octavo retiro facultativo de AFP para aquellas personas cuyo DNI acaba en 0. Conoce los detalles sobre los pasos para acceder al dinero ahorrado en tu fondo de pensiones.,https://rpp.pe/economia/economia/retiro-afp-2025-estos-son-los-pasos-para-registrar-tu-solicitud-por-el-desembolso-de-tus-fondos-noticia-1660521,2025-10-23T12:00:36
Cronograma del octavo retiro de AFP 2025 HOY: cuándo te toca presentar tu solicitud según tu DNI,"El desembolso se efectuará hasta en cuatro armadas mensuales de 1 UIT cada una (S/5 350), después de 30 días de ingresada la solicitud, y cada 30 días hasta completar el total solicitado.",https://rpp.pe/economia/economia/octavo-retiro-de-afp-2025-conoce-el-cronograma-oficial-segun-el-numero-de-dni-noticia-1657530,2025-10-23T12:00:03
Estrenos de Películas hoy 23 de octubre del 2025,"Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.",https://rpp.pe/cine/cartelera/estrenos-de-peliculas-hoy-21-de-octubre-del-2025-noticia-1660241,2025-10-21T12:02:04
Piura: mujer con ceguera severa intentó ingresar droga oculta en pimentones y ajíes al penal de varones,"La mujer, identificada como Jenny Roxana Abad Romero, fue intervenida junto con un acompañante, cuando intentaban ingresar marihuana camuflada en alimentos destinados a sus hijos internos del penal de Piura.",https://rpp.pe/peru/piura/piura-mujer-con-ceguera-severa-intento-ingresar-droga-oculta-en-pimentones-y-ajies-al-penal-de-varones-noticia-1660586,2025-10-23T11:59:26
La primera ministra de Japón dice estar lista a reunirse con Kim Jong-un,"Sanae Takaichi, que asumió el cargo el martes tras recibir el voto positivo del Parlamento, dijo estar ""preparada"" para una cumbre con el líder norcoreano, sin precisar una fecha concreta sobre el posible encuentro.",https://rpp.pe/mundo/asia/sanae-takaichi-primera-ministra-de-japon-dice-estar-lista-a-reunirse-con-kim-jong-un-noticia-1660588,2025-10-23T11:45:51
El papa León XIV y los reyes Carlos III y Camila tuvieron histórico encuentro en el Vaticano [FOTOS],"Es la primera vez que un monarca británico y el papa rezan juntos desde la reforma anglicana, cuando en 1534 el entonces rey británico Enrique VIII rompió con Roma tras el intento frustrado de anular su matrimonio con Catalina de Aragón para esposarse con Ana Bolena.",https://rpp.pe/famosos/celebridades/leon-xiv-y-los-reyes-carlos-iii-y-camila-tuvieron-historico-encuentro-en-el-vaticano-fotos-noticia-1660587,2025-10-23T11:30:35
